Country,Biome,Site,Latitude,Longitude,Altitude,Atm_Press,Responsible,Species,Family,Genus,PFT_LPJ,PFT_Sheffield,PFT_JULES,PFT_Wright,PFT_JULES2,PFT_Exeter,H.sphere,Temp.class,Aa_sat,gs_sat,Ci_sat,LfT_sat,Rdark_a,LfT_Rdark,Am_sat,Rdark_m,FixedQ10,varQ10,Rdarka_25C_FixedQ10,Rdarkm_25C_FixedQ10,Rdarka_TWQ.T_FixedQ10,Rdarka_25C_varQ10,Rdarkm_25C_varQ10,Rdarka_MeasMonth.T_varQ10,Rdarkm_MeasMonth.T_varQ10,Rdarka_TWQ.T_varQ10,Rdarkm_TWQ.T_varQ10,Leaf_Nm,Leaf_Pm,Leaf_Na,Leaf_Pa,LMA,Vcmax_a_LfT,Vcmax_a_25,Vcmax_m_25,Rdarka:Vcmax_LfT,Rdarka:Vcmax_25C_varQ10,MAT,MeanT_WarmestQtr,Annual_Precip,Precip_Warmest_Qtr,Measuring_Month_MeanT,ai_yr,pet_yr
French Guiana,TrRF_lw,Gx-7,5.27,-52.92,21,101.07,Zaragoza-Castells,Sloanea grandiflora,Elaeocarpaceae,Sloanea,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,8.46,0.139,277.6,30.25666667,0.72,30.51333333,101.2,9.4,2.23,1.896666667,0.46,6.1,0.51,0.51,6.6,0.55,7.2,0.55,7.1,16.03,0.65,1.30,53,81.7,52.2,33.2,397.9,0.02,0.02,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx-7,5.27,-52.92,21,101.07,Zaragoza-Castells,Sterculia pruriens,Malvaceae,Sterculia,TrpDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTrp,North,5th~25plus,8.89,0.181,296.5,30.74,1.11,30.44,87.6,11.8,2.23,1.9,0.72,7.6,0.79,0.79,8.3,0.85,9.0,0.85,9.0,15.49,0.42,1.53,40,98.4,55.2,34.1,332.4,0.02,0.03,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx-7,5.27,-52.92,21,101.07,Zaragoza-Castells,Swartzia panacoco,Fabaceae,Swartzia,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,NA,NA,NA,NA,0.86,29.89,NA,14.3,2.23,1.91,0.58,9.7,0.64,0.62,10.4,0.68,11.3,0.67,11.3,26.91,0.91,1.61,50,60.0,NA,NA,NA,NA,NA,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx-7,5.27,-52.92,21,101.07,Zaragoza-Castells,Symphonia globulifera,Clusiaceae,Symphonia,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,6.98,0.115,272.9,31.68,1.20,31.44,56.4,8.9,2.23,1.876666667,0.71,5.3,0.78,0.79,5.9,0.86,6.4,0.85,6.4,12.68,0.55,1.74,77,137.2,51.6,29.2,233.1,0.03,0.03,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx-7,5.27,-52.92,21,101.07,Zaragoza-Castells,Tabebuia insignis,Bignoniaceae,Tabebuia,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,11.21,0.190,272.8,30.04,1.09,30.21,120.1,11.6,2.23,1.9,0.72,7.7,0.79,0.78,8.3,0.84,9.1,0.84,9.0,16.34,1.14,1.52,110,93.3,69.5,45.0,481.8,0.02,0.02,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx-7,5.27,-52.92,21,101.07,Zaragoza-Castells,Tapirira guianensis,Anacardiaceae,Tapirira,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,15.79,0.286,267.6,31.22,1.93,31.35,119.9,14.7,2.23,1.88,1.16,8.8,1.28,1.29,9.8,1.40,10.7,1.39,10.6,14.07,0.52,1.85,70,131.7,109.2,64.0,486.0,0.02,0.02,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx-7,5.27,-52.92,21,101.07,Zaragoza-Castells,Tapirira obtusa,Anacardiaceae,Tapirira,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,12.29,0.293,295.2,30.59,1.24,30.365,95.1,9.2,2.23,1.9,0.80,6.0,0.88,0.88,6.5,0.96,7.1,0.95,7.1,12.11,0.51,1.61,65,133.4,72.5,45.2,349.3,0.02,0.02,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx-7,5.27,-52.92,21,101.07,Zaragoza-Castells,Theobroma subincanum,Malvaceae,Theobroma,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,6.47,0.161,306.6,31.58,0.48,31.69,82.0,6.0,2.23,1.873333333,0.28,3.5,0.31,0.32,4.0,0.34,4.3,0.34,4.3,14.32,0.62,1.22,53,86.7,38.0,21.7,272.8,0.01,0.01,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx-7,5.27,-52.92,21,101.07,Zaragoza-Castells,Virola surinamensis,Myristicaceae,Virola,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,11.43,0.154,246.6,31.41333333,1.53,31.20333333,83.3,10.9,2.23,1.88,0.94,6.7,1.03,1.04,7.4,1.13,8.0,1.12,8.0,15.55,0.65,2.15,90,139.4,88.5,51.1,369.3,0.02,0.02,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx-7,5.27,-52.92,21,101.07,Zaragoza-Castells,Vismia sessilifolia,Hypericaceae,Vismia,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,19.98,0.622,303.0,29.84333333,1.80,29.87666667,174.4,16.0,2.23,1.91,1.22,11.0,1.34,1.32,11.8,1.43,12.8,1.42,12.8,12.89,0.69,1.53,80,118.3,109.9,72.4,633.2,0.02,0.02,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Amaioua guianensis,Rubiaceae,Amaioua,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,6.15,0.178,319.7,31.34,0.66,31.31,90.0,9.7,2.23,1.88,0.40,5.9,0.44,0.44,6.5,0.48,7.1,0.48,7.0,17.65,0.52,1.21,40,68.3,35.4,20.6,300.8,0.02,0.02,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Amphirrhox longifolia,Violaceae,Amphirrhox,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,2.44,0.025,226.2,31.64,0.85,31.61,36.6,12.8,2.23,1.87,0.50,7.6,0.55,0.56,8.5,0.61,9.2,0.61,9.1,20.89,0.15,1.39,10,66.7,24.9,14.1,211.8,0.03,0.04,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Bocoa prouacensis,Fabaceae,Bocoa,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,5.72,0.113,291.1,30.14,1.67,30.12,69.8,22.1,2.23,1.905,1.16,15.4,1.27,1.24,16.5,1.35,18.0,1.34,17.9,22.79,0.62,1.96,50,87.5,39.0,25.2,312.0,0.04,0.05,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Casearia javitensis,Salicaceae,Casearia,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,5.89,0.120,299.5,30.21,0.70,29.75,58.9,7.0,2.23,1.91,0.48,4.8,0.52,0.51,5.1,0.56,5.6,0.55,5.5,14.61,0.31,1.46,30,100.0,34.3,21.9,218.8,0.02,0.02,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Chaetocarpus schomburgkianus,Euphorbiaceae,Chaetocarpus,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,9.81,0.146,262.9,29.12,1.11,29,47.8,5.4,2.23,1.93,0.80,3.9,0.88,0.85,4.2,0.93,4.5,0.92,4.5,10.49,0.49,2.15,100,205.0,60.7,42.5,207.4,0.02,0.02,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Chrysophyllum prieurii,Sapotaceae,Chrysophyllum,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,4.74,0.050,227.1,31.37,1.71,28.97,26.1,9.4,2.23,1.93,1.24,6.9,1.37,1.32,7.3,1.44,7.9,1.43,7.9,19.67,0.69,3.57,130,181.7,47.8,27.7,152.2,0.04,0.05,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Chrysophyllum sanguinolentum,Sapotaceae,Chrysophyllum,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,13.14,0.222,270.2,28.88,1.05,28.53,77.3,6.2,2.23,1.94,0.79,4.7,0.87,0.83,4.9,0.91,5.3,0.90,5.3,14.39,0.41,2.45,70,170.0,75.8,54.2,318.9,0.01,0.02,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Couratari multiflora,Lecythidaceae,Couratari,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,9.22,0.282,318.1,29.3,0.87,29.12,76.8,7.2,2.23,1.93,0.62,5.2,0.69,0.66,5.5,0.72,6.0,0.72,6.0,11.61,0.10,1.39,10,120.0,47.2,32.6,271.5,0.02,0.02,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Cupania scrobiculata,Sapindaceae,Cupania,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,4.97,0.067,262.7,30.84,0.87,30.78,53.2,9.3,2.23,1.89,0.55,5.9,0.60,0.60,6.4,0.65,7.0,0.65,7.0,13.76,0.30,1.28,30,93.3,35.9,21.7,232.4,0.02,0.03,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Dialium guianense,Fabaceae,Dialium,TrpDcBl,DcBl,BlT,AnDcBlT,DcBlT,BlDcTrp,North,5th~25plus,8.88,0.123,256.9,29.79,0.76,28.74,115.8,9.9,2.23,1.93,0.56,7.3,0.62,0.59,7.7,0.64,8.4,0.64,8.3,23.68,0.56,1.82,40,76.7,57.0,37.7,491.7,0.01,0.02,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Duroia longiflora,Rubiaceae,Duroia,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,6.54,0.087,258.6,29.98,1.48,29.45,39.7,9.0,2.23,1.92,1.04,6.3,1.14,1.11,6.7,1.21,7.3,1.20,7.3,12.70,0.42,2.10,70,165.0,47.7,31.0,188.1,0.03,0.04,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Eperua falcata,Fabaceae,Eperua,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,4.56,0.055,246.9,31.19,1.11,28.96666667,35.5,8.9,2.23,1.93,0.83,6.7,0.91,0.88,7.0,0.95,7.7,0.95,7.6,16.70,0.97,2.08,120,124.4,35.6,20.9,163.2,0.02,0.03,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Eschweilera coriacea,Lecythidaceae,Eschweilera,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,4.11,0.045,234.8,31.64,0.92,29.935,36.3,8.5,2.23,1.91,0.62,5.7,0.68,0.67,6.2,0.73,6.7,0.72,6.7,15.97,0.58,1.74,65,108.3,36.7,20.8,183.4,0.03,0.03,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Eschweilera sagotiana,Lecythidaceae,Eschweilera,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,6.34,0.101,273.9,30.31,1.34,30.17,33.6,7.1,2.23,1.905,0.87,4.6,0.96,0.95,5.0,1.03,5.5,1.03,5.5,14.25,0.41,2.70,80,189.2,45.8,28.4,150.7,0.03,0.04,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Guarea kunthiana,Meliaceae,Guarea,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,8.37,0.154,285.9,30.44,1.94,29.65,86.6,20.1,2.23,1.92,1.34,13.8,1.47,1.44,14.9,1.56,16.2,1.55,16.1,24.82,1.14,2.40,110,96.7,56.8,35.6,368.1,0.03,0.04,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Gustavia hexapetala,Lecythidaceae,Gustavia,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,NA,NA,NA,NA,0.96,28.73,NA,8.5,2.23,1.93,0.71,6.3,0.79,0.75,6.7,0.82,7.2,0.82,7.2,20.61,0.56,2.34,60,113.3,NA,NA,NA,NA,NA,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Hebepetalum humiriifolium,Linaceae,Hebepetalum,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,5.71,0.109,296.0,30.69,0.66,30.72,114.2,13.2,2.23,1.89,0.42,8.4,0.46,0.46,9.2,0.50,10.0,0.50,9.9,16.27,0.72,0.81,40,50.0,34.4,21.1,422.0,0.02,0.02,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Iryanthera hostmannii,Myristicaceae,Iryanthera,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,8.20,0.155,289.1,29.44,1.02,29.18,67.4,8.4,2.23,1.93,0.73,6.0,0.80,0.78,6.4,0.84,7.0,0.84,6.9,15.58,0.41,1.90,50,121.7,47.6,32.4,266.5,0.02,0.02,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Iryanthera sagotiana,Myristicaceae,Iryanthera,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,4.48,0.060,254.2,31.865,1.57,29.87333333,41.0,14.1,2.23,1.91,1.06,9.5,1.17,1.14,10.2,1.24,11.1,1.24,11.1,14.37,0.87,1.61,97,111.7,41.0,22.8,208.3,0.04,0.05,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Lecythis persistens,Lecythidaceae,Lecythis,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,9.06,0.168,262.7,30.57,1.73,30.52,63.5,11.5,2.23,1.896666667,1.11,7.4,1.22,1.21,8.1,1.32,8.8,1.31,8.7,15.85,0.56,2.35,83,148.3,65.9,40.9,279.0,0.03,0.03,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Leonia glycycarpa,Violaceae,Leonia,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,2.77,0.040,269.8,31.69,0.95,30.2,22.2,7.6,2.23,1.9,0.63,5.0,0.69,0.68,5.5,0.74,5.9,0.74,5.9,15.25,0.56,1.91,70,125.0,23.4,13.2,105.4,0.04,0.05,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Licania alba,Chrysobalanaceae,Licania,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,2.19,0.036,288.0,31.26,1.35,30.19,12.6,8.5,2.23,1.9,0.87,5.5,0.95,0.95,6.0,1.03,6.6,1.02,6.5,12.92,0.39,1.99,55,152.5,23.2,13.5,78.1,0.08,0.09,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Licania canescens,Chrysobalanaceae,Licania,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,3.32,0.060,291.8,29.935,1.37,29.92,24.3,10.0,2.23,1.91,0.92,6.7,1.02,1.00,7.3,1.08,7.9,1.07,7.9,16.49,0.29,2.26,40,136.7,25.1,16.0,116.9,0.06,0.07,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Licania heteromorpha,Chrysobalanaceae,Licania,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,8.36,0.165,282.1,30.714,1.21,29.766,66.3,9.3,2.23,1.914,0.82,6.3,0.90,0.88,6.8,0.96,7.4,0.95,7.4,12.36,0.27,1.57,36,127.7,53.2,33.0,261.7,0.02,0.03,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Licania membranacea,Chrysobalanaceae,Licania,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,5.51,0.067,247.2,30.8,1.03,29.38,42.4,8.0,2.23,1.92,0.73,5.6,0.80,0.78,6.0,0.85,6.5,0.84,6.5,14.37,0.36,1.87,50,130.0,42.8,26.0,199.8,0.02,0.03,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Macoubea guianensis,Apocynaceae,Macoubea,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,8.66,0.105,243.9,30.03,1.27,30.16,118.1,17.3,2.23,1.9,0.84,11.4,0.92,0.91,12.4,0.99,13.5,0.98,13.4,16.17,0.58,1.19,40,73.3,62.8,40.7,555.2,0.02,0.02,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Micropholis guyanensis,Sapotaceae,Micropholis,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,2.60,0.020,177.0,31.91,1.39,30.4,18.8,10.0,2.23,1.9,0.90,6.5,0.99,0.98,7.1,1.07,7.7,1.06,7.7,13.39,0.39,1.85,50,138.3,41.2,22.8,164.8,0.03,0.04,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Oenocarpus bataua,Arecaceae,Oenocarpus,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,6.58,0.102,273.2,30.36,0.41,29.58,36.6,2.3,2.23,1.92,0.29,1.6,0.32,0.31,1.7,0.33,1.9,0.33,1.9,13.14,0.42,2.37,80,180.0,40.2,25.3,140.7,0.01,0.01,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Oxandra asbeckii,Annonaceae,Oxandra,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,NA,NA,NA,NA,0.31,29.05,NA,3.3,2.23,1.93,0.22,2.4,0.24,0.24,2.5,0.26,2.8,0.25,2.7,17.77,0.42,1.66,40,93.3,NA,NA,NA,NA,NA,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Platonia insignis,Clusiaceae,Platonia,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,2.45,0.046,300.2,29.8,0.98,28.95,16.3,6.5,2.23,1.93,0.71,4.8,0.78,0.75,5.0,0.82,5.5,0.82,5.4,13.72,0.46,2.06,70,150.0,17.4,11.5,76.6,0.06,0.07,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Pogonophora schomburgkiana,Euphorbiaceae,Pogonophora,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,4.48,0.075,283.6,30.32,1.55,31.51,35.9,12.4,2.23,1.88,0.92,7.3,1.01,1.03,8.2,1.11,8.9,1.11,8.9,12.45,0.46,1.56,60,125.0,33.3,21.1,168.4,0.05,0.05,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Poraqueiba guianensis,Icacinaceae,Poraqueiba,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,8.81,0.196,300.1,28.71,0.55,28.41,72.4,4.5,2.23,1.94,0.42,3.4,0.46,0.44,3.6,0.48,3.9,0.47,3.9,9.73,0.31,1.18,40,121.7,44.9,32.5,267.4,0.01,0.01,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Pouteria bangii,Sapotaceae,Pouteria,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,7.39,0.195,314.7,30.83,0.64,31.04,77.8,6.7,2.23,1.89,0.39,4.1,0.43,0.44,4.6,0.47,5.0,0.47,5.0,11.79,0.43,1.12,40,95.0,41.2,25.0,262.8,0.02,0.02,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Pouteria torta subsp tuberculata,Sapotaceae,Pouteria,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,3.50,0.048,264.0,31.39,1.34,30.1,27.3,10.4,2.23,1.91,0.89,6.9,0.98,0.96,7.5,1.05,8.2,1.04,8.1,13.29,0.50,1.71,60,128.3,30.5,17.6,137.4,0.04,0.05,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Protium opacum,Burseraceae,Protium,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,9.59,0.167,281.2,30.74,1.57,30.87,82.2,13.4,2.23,1.89,0.98,8.4,1.08,1.08,9.2,1.17,10.0,1.16,10.0,12.19,1.32,1.42,150,116.7,63.6,38.8,332.8,0.03,0.03,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Simaba cedron,Simaroubaceae,Simaba,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,8.25,0.097,231.4,31.67,1.83,31.11,69.6,16.7,2.23,1.885,1.11,10.0,1.23,1.24,11.1,1.34,12.1,1.33,12.0,17.37,1.27,2.14,125,125.0,74.4,41.9,368.2,0.02,0.03,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,SiparuNAdecipiens,Siparunaceae,Siparuna,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,4.94,0.121,315.2,28.78,1.14,28.23,48.6,11.2,2.23,1.95,0.88,8.7,0.97,0.92,9.1,1.00,9.9,1.00,9.8,19.92,0.70,2.03,70,101.7,28.0,20.2,198.4,0.04,0.05,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Tapura capitulifera,Dichapetalaceae,Tapura,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,6.71,0.141,300.6,29.95,1.99,29.05,45.2,13.4,2.23,1.93,1.44,9.7,1.58,1.52,10.3,1.66,11.2,1.65,11.1,10.62,0.40,1.58,60,148.3,44.5,29.0,195.6,0.05,0.05,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Tetragastris panamensis,Burseraceae,Tetragastris,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,5.72,0.076,257.0,31.7,1.54,31.49,40.9,10.7,2.23,1.876666667,0.92,6.4,1.02,1.03,7.1,1.12,7.8,1.11,7.7,12.97,0.33,1.86,47,142.8,48.0,27.0,192.5,0.03,0.04,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Theobroma subincanum,Malvaceae,Theobroma,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,6.99,0.154,300.8,29,0.73,28.91666667,69.0,6.9,2.23,1.93,0.53,5.0,0.58,0.56,5.3,0.61,5.8,0.60,5.8,14.56,0.62,1.51,63,103.4,38.3,26.8,261.1,0.02,0.02,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Thyrsodium spruceanum,Anacardiaceae,Thyrsodium,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,9.39,0.164,279.4,30.01,1.18,28.86,92.4,11.6,2.23,1.93,0.87,8.5,0.95,0.92,9.0,1.00,9.8,0.99,9.8,13.08,0.54,1.33,60,101.7,58.2,37.8,371.8,0.02,0.02,25.8,26.2,2824,222,26.3,1.881,1501
French Guiana,TrRF_lw,Gx1-9,5.27,-52.92,21,101.07,Zaragoza-Castells,Virola michelii,Myristicaceae,Virola,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,North,5th~25plus,12.81,0.216,271.6,30.95,1.92,31.04,134.8,20.2,2.23,1.89,1.18,12.4,1.30,1.31,13.8,1.42,14.9,1.41,14.8,11.58,0.38,1.10,40,95.0,88.0,52.8,555.3,0.02,0.02,25.8,26.2,2824,222,26.3,1.881,1501
